image,disease,area,grow,points,original,disease-grow
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0010_S01_1.jpg,0,1,5,"[{'xtl': 715, 'ytl': 1794, 'xbr': 1556, 'ybr': 2661}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0013_S01_1.jpg,0,1,5,"[{'xtl': 588, 'ytl': 1721, 'xbr': 1662, 'ybr': 2815}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0014_S01_1.jpg,0,1,5,"[{'xtl': 381, 'ytl': 1921, 'xbr': 1435, 'ybr': 3062}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0015_S01_1.jpg,0,1,5,"[{'xtl': 756, 'ytl': 1942, 'xbr': 1496, 'ybr': 2776}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0017_S01_1.jpg,0,1,5,"[{'xtl': 855, 'ytl': 1794, 'xbr': 1816, 'ybr': 2642}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0019_S01_1.jpg,0,1,5,"[{'xtl': 694, 'ytl': 1868, 'xbr': 1549, 'ybr': 2783}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0020_S01_1.jpg,0,1,5,"[{'xtl': 635, 'ytl': 1808, 'xbr': 1462, 'ybr': 2769}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0027_S01_1.jpg,0,1,5,"[{'xtl': 668, 'ytl': 1975, 'xbr': 1475, 'ybr': 2703}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0028_S01_1.jpg,0,1,5,"[{'xtl': 668, 'ytl': 1675, 'xbr': 1722, 'ybr': 2736}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0029_S01_1.jpg,0,1,5,"[{'xtl': 722, 'ytl': 2168, 'xbr': 1397, 'ybr': 2789}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0030_S01_1.jpg,0,1,5,"[{'xtl': 749, 'ytl': 1882, 'xbr': 1490, 'ybr': 2796}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0031_S01_1.jpg,0,1,5,"[{'xtl': 618, 'ytl': 1817, 'xbr': 1578, 'ybr': 2758}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0032_S01_1.jpg,0,1,5,"[{'xtl': 562, 'ytl': 1681, 'xbr': 1826, 'ybr': 2982}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0033_S01_1.jpg,0,1,5,"[{'xtl': 512, 'ytl': 1782, 'xbr': 1526, 'ybr': 3013}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0034_S01_1.jpg,0,1,5,"[{'xtl': 882, 'ytl': 1792, 'xbr': 1586, 'ybr': 2563}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0035_S01_1.jpg,0,1,5,"[{'xtl': 962, 'ytl': 1691, 'xbr': 1915, 'ybr': 2772}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0036_S01_1.jpg,0,1,5,"[{'xtl': 878, 'ytl': 1541, 'xbr': 1756, 'ybr': 2730}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0037_S01_1.jpg,0,1,5,"[{'xtl': 478, 'ytl': 1704, 'xbr': 1400, 'ybr': 2704}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0038_S01_1.jpg,0,1,5,"[{'xtl': 621, 'ytl': 1716, 'xbr': 1494, 'ybr': 2712}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0039_S01_1.jpg,0,1,5,"[{'xtl': 691, 'ytl': 1986, 'xbr': 1739, 'ybr': 3007}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0040_S01_1.jpg,0,1,5,"[{'xtl': 885, 'ytl': 1984, 'xbr': 1762, 'ybr': 3000}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0041_S01_1.jpg,0,1,5,"[{'xtl': 497, 'ytl': 1732, 'xbr': 1562, 'ybr': 2992}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0042_S01_1.jpg,0,1,5,"[{'xtl': 581, 'ytl': 1808, 'xbr': 1602, 'ybr': 2908}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0043_S01_1.jpg,0,1,5,"[{'xtl': 929, 'ytl': 2000, 'xbr': 1726, 'ybr': 3156}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0044_S01_1.jpg,0,1,5,"[{'xtl': 757, 'ytl': 1868, 'xbr': 1818, 'ybr': 2880}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0045_S01_1.jpg,0,1,5,"[{'xtl': 761, 'ytl': 1944, 'xbr': 1546, 'ybr': 2752}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0046_S01_1.jpg,0,1,5,"[{'xtl': 837, 'ytl': 1812, 'xbr': 1570, 'ybr': 2640}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0049_S01_1.jpg,0,1,5,"[{'xtl': 685, 'ytl': 1720, 'xbr': 1646, 'ybr': 2668}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0050_S01_1.jpg,0,1,5,"[{'xtl': 648, 'ytl': 1816, 'xbr': 1553, 'ybr': 2660}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0051_S01_1.jpg,0,1,5,"[{'xtl': 716, 'ytl': 1738, 'xbr': 1489, 'ybr': 2725}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0052_S01_1.jpg,0,1,5,"[{'xtl': 561, 'ytl': 1761, 'xbr': 1449, 'ybr': 2732}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0053_S01_1.jpg,0,1,5,"[{'xtl': 581, 'ytl': 1933, 'xbr': 1439, 'ybr': 2904}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0054_S01_1.jpg,0,1,5,"[{'xtl': 598, 'ytl': 1984, 'xbr': 1308, 'ybr': 2823}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0056_S01_1.jpg,0,1,5,"[{'xtl': 539, 'ytl': 2138, 'xbr': 1457, 'ybr': 3076}]",,0-5
/home/lab38/딸기/V006_77_0_00_04_01_13_0_b06_20201127_0057_S01_1.jpg,0,1,5,"[{'xtl': 653, 'ytl': 1974, 'xbr': 1398, 'ybr': 2840}]",,0-5
