image,grow,disease,disease-grow,area,points,original
/home/lab38/상추/116_a0.jpg,1,12,12-1,,,
/home/lab38/상추/116_a1.jpg,1,12,12-1,,,
/home/lab38/상추/116_a2.jpg,1,12,12-1,,,
/home/lab38/상추/56_a0.jpg,1,12,12-1,,,
/home/lab38/상추/56_a1.jpg,1,12,12-1,,,
/home/lab38/상추/56_a2.jpg,1,12,12-1,,,
/home/lab38/상추/349_a0.jpg,1,12,12-1,,,
/home/lab38/상추/349_a1.jpg,1,12,12-1,,,
/home/lab38/상추/349_a2.jpg,1,12,12-1,,,
/home/lab38/상추/191_a0.jpg,1,12,12-1,,,
/home/lab38/상추/191_a1.jpg,1,12,12-1,,,
/home/lab38/상추/191_a2.jpg,1,12,12-1,,,
/home/lab38/상추/392_a0.jpg,1,12,12-1,,,
/home/lab38/상추/392_a1.jpg,1,12,12-1,,,
/home/lab38/상추/392_a2.jpg,1,12,12-1,,,
/home/lab38/상추/355_a0.jpg,1,12,12-1,,,
/home/lab38/상추/355_a1.jpg,1,12,12-1,,,
/home/lab38/상추/355_a2.jpg,1,12,12-1,,,
/home/lab38/상추/223_a0.jpg,0,12,12-0,,,
/home/lab38/상추/223_a1.jpg,0,12,12-0,,,
/home/lab38/상추/223_a2.jpg,0,12,12-0,,,
/home/lab38/상추/141_a0.jpg,1,12,12-1,,,
/home/lab38/상추/141_a1.jpg,1,12,12-1,,,
/home/lab38/상추/141_a2.jpg,1,12,12-1,,,
/home/lab38/상추/23_a0.jpg,0,12,12-0,,,
/home/lab38/상추/23_a1.jpg,0,12,12-0,,,
/home/lab38/상추/23_a2.jpg,0,12,12-0,,,
/home/lab38/상추/166_a0.jpg,1,12,12-1,,,
/home/lab38/상추/166_a1.jpg,1,12,12-1,,,
/home/lab38/상추/166_a2.jpg,1,12,12-1,,,
/home/lab38/상추/109_a0.jpg,1,12,12-1,,,
/home/lab38/상추/109_a1.jpg,1,12,12-1,,,
/home/lab38/상추/109_a2.jpg,1,12,12-1,,,
/home/lab38/상추/45_a0.jpg,1,12,12-1,,,
/home/lab38/상추/45_a1.jpg,1,12,12-1,,,
/home/lab38/상추/45_a2.jpg,1,12,12-1,,,
/home/lab38/상추/385_a0.jpg,1,12,12-1,,,
/home/lab38/상추/385_a1.jpg,1,12,12-1,,,
/home/lab38/상추/385_a2.jpg,1,12,12-1,,,
/home/lab38/상추/307_a0.jpg,1,12,12-1,,,
/home/lab38/상추/307_a1.jpg,1,12,12-1,,,
/home/lab38/상추/307_a2.jpg,1,12,12-1,,,
/home/lab38/상추/61_a0.jpg,0,12,12-0,,,
/home/lab38/상추/61_a1.jpg,0,12,12-0,,,
/home/lab38/상추/61_a2.jpg,0,12,12-0,,,
/home/lab38/상추/363_a0.jpg,1,12,12-1,,,
/home/lab38/상추/363_a1.jpg,1,12,12-1,,,
/home/lab38/상추/363_a2.jpg,1,12,12-1,,,
/home/lab38/상추/290_a0.jpg,1,12,12-1,,,
/home/lab38/상추/290_a1.jpg,1,12,12-1,,,
/home/lab38/상추/290_a2.jpg,1,12,12-1,,,
/home/lab38/상추/334_a0.jpg,1,12,12-1,,,
/home/lab38/상추/334_a1.jpg,1,12,12-1,,,
/home/lab38/상추/334_a2.jpg,1,12,12-1,,,
/home/lab38/상추/111_a0.jpg,1,12,12-1,,,
/home/lab38/상추/111_a1.jpg,1,12,12-1,,,
/home/lab38/상추/111_a2.jpg,1,12,12-1,,,
/home/lab38/상추/17_a0.jpg,1,12,12-1,,,
/home/lab38/상추/17_a1.jpg,1,12,12-1,,,
/home/lab38/상추/17_a2.jpg,1,12,12-1,,,
/home/lab38/상추/271_a0.jpg,1,12,12-1,,,
/home/lab38/상추/271_a1.jpg,1,12,12-1,,,
/home/lab38/상추/271_a2.jpg,1,12,12-1,,,
/home/lab38/상추/277_a0.jpg,1,12,12-1,,,
/home/lab38/상추/277_a1.jpg,1,12,12-1,,,
/home/lab38/상추/277_a2.jpg,1,12,12-1,,,
/home/lab38/상추/59_a0.jpg,1,12,12-1,,,
/home/lab38/상추/59_a1.jpg,1,12,12-1,,,
/home/lab38/상추/59_a2.jpg,1,12,12-1,,,
/home/lab38/상추/49_a0.jpg,1,12,12-1,,,
/home/lab38/상추/49_a1.jpg,1,12,12-1,,,
/home/lab38/상추/49_a2.jpg,1,12,12-1,,,
/home/lab38/상추/184_a0.jpg,1,12,12-1,,,
/home/lab38/상추/184_a1.jpg,1,12,12-1,,,
/home/lab38/상추/184_a2.jpg,1,12,12-1,,,
/home/lab38/상추/170_a0.jpg,0,12,12-0,,,
/home/lab38/상추/170_a1.jpg,0,12,12-0,,,
/home/lab38/상추/170_a2.jpg,0,12,12-0,,,
/home/lab38/상추/3_a0.jpg,1,12,12-1,,,
/home/lab38/상추/3_a1.jpg,1,12,12-1,,,
/home/lab38/상추/3_a2.jpg,1,12,12-1,,,
/home/lab38/상추/146_a0.jpg,1,12,12-1,,,
/home/lab38/상추/146_a1.jpg,1,12,12-1,,,
/home/lab38/상추/146_a2.jpg,1,12,12-1,,,
/home/lab38/상추/47_a0.jpg,1,12,12-1,,,
/home/lab38/상추/47_a1.jpg,1,12,12-1,,,
/home/lab38/상추/47_a2.jpg,1,12,12-1,,,
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0000_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 2034, 'ytl': 1153, 'xbr': 2436, 'ybr': 1667}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0001_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1513, 'ytl': 676, 'xbr': 2325, 'ybr': 1682}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0002_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1272, 'ytl': 1220, 'xbr': 2229, 'ybr': 2095}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0004_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1723, 'ytl': 1388, 'xbr': 2514, 'ybr': 1903}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0006_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1200, 'ytl': 681, 'xbr': 1816, 'ybr': 1333}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0007_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1438, 'ytl': 1142, 'xbr': 2442, 'ybr': 2296}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0008_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 2291, 'ytl': 1913, 'xbr': 3665, 'ybr': 2987}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0011_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 2269, 'ytl': 1515, 'xbr': 2991, 'ybr': 2267}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0012_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1643, 'ytl': 783, 'xbr': 2504, 'ybr': 2060}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0025_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1669, 'ytl': 877, 'xbr': 2450, 'ybr': 2013}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0029_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1709, 'ytl': 1157, 'xbr': 2422, 'ybr': 2148}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0033_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1889, 'ytl': 787, 'xbr': 2678, 'ybr': 1463}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0036_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1886, 'ytl': 1052, 'xbr': 2593, 'ybr': 1728}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0037_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1628, 'ytl': 268, 'xbr': 2319, 'ybr': 1054}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0040_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1929, 'ytl': 339, 'xbr': 2913, 'ybr': 1282}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0041_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1689, 'ytl': 1325, 'xbr': 2274, 'ybr': 2066}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0052_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 793, 'ytl': 1451, 'xbr': 1893, 'ybr': 2123}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0053_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1929, 'ytl': 1300, 'xbr': 2609, 'ybr': 2234}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0056_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1274, 'ytl': 1324, 'xbr': 2226, 'ybr': 2108}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0057_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 2233, 'ytl': 1425, 'xbr': 3050, 'ybr': 1882}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0062_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 2224, 'ytl': 1222, 'xbr': 3156, 'ybr': 1854}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0071_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1668, 'ytl': 430, 'xbr': 2049, 'ybr': 1118}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0077_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1581, 'ytl': 1101, 'xbr': 2358, 'ybr': 2053}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0079_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 2022, 'ytl': 703, 'xbr': 2419, 'ybr': 1256}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0083_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1238, 'ytl': 704, 'xbr': 1666, 'ybr': 1033}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0084_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1405, 'ytl': 988, 'xbr': 1813, 'ybr': 1610}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0086_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1685, 'ytl': 1349, 'xbr': 2372, 'ybr': 1824}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0090_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1935, 'ytl': 1778, 'xbr': 2648, 'ybr': 2520}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0092_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1794, 'ytl': 1187, 'xbr': 2467, 'ybr': 1892}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0093_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 2522, 'ytl': 877, 'xbr': 3404, 'ybr': 1632}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0096_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1856, 'ytl': 1236, 'xbr': 2438, 'ybr': 1808}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0099_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1755, 'ytl': 1004, 'xbr': 2627, 'ybr': 1831}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0102_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1535, 'ytl': 1110, 'xbr': 2671, 'ybr': 1903}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0104_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1769, 'ytl': 1008, 'xbr': 2632, 'ybr': 2238}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0108_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1472, 'ytl': 1030, 'xbr': 2758, 'ybr': 2010}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0114_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1394, 'ytl': 882, 'xbr': 2471, 'ybr': 2011}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0115_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1346, 'ytl': 597, 'xbr': 2371, 'ybr': 2217}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0116_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1722, 'ytl': 990, 'xbr': 2442, 'ybr': 1982}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0120_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1666, 'ytl': 804, 'xbr': 2579, 'ybr': 1974}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0124_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1800, 'ytl': 1195, 'xbr': 3300, 'ybr': 2286}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0125_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1390, 'ytl': 962, 'xbr': 2650, 'ybr': 2266}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0131_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1400, 'ytl': 740, 'xbr': 2668, 'ybr': 2272}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0139_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1529, 'ytl': 828, 'xbr': 2504, 'ybr': 2061}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0140_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1411, 'ytl': 450, 'xbr': 2451, 'ybr': 2138}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0147_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1476, 'ytl': 846, 'xbr': 3112, 'ybr': 2390}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0148_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 2628, 'ytl': 578, 'xbr': 3788, 'ybr': 1756}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0149_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1591, 'ytl': 1052, 'xbr': 2653, 'ybr': 2154}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0151_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 2756, 'ytl': 1526, 'xbr': 4016, 'ybr': 2992}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0155_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1516, 'ytl': 714, 'xbr': 2700, 'ybr': 2162}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0156_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1524, 'ytl': 1031, 'xbr': 2389, 'ybr': 2024}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0159_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 108, 'ytl': 1002, 'xbr': 1668, 'ybr': 2006}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0161_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 482, 'ytl': 1734, 'xbr': 1856, 'ybr': 2714}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0163_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1411, 'ytl': 995, 'xbr': 3140, 'ybr': 2139}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0174_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1021, 'ytl': 671, 'xbr': 1956, 'ybr': 1409}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0176_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1414, 'ytl': 636, 'xbr': 3458, 'ybr': 2314}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0177_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 732, 'ytl': 648, 'xbr': 3596, 'ybr': 2784}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0178_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1080, 'ytl': 634, 'xbr': 4020, 'ybr': 2874}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0183_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 0, 'ytl': 490, 'xbr': 1440, 'ybr': 1926}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0184_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 150, 'ytl': 288, 'xbr': 1590, 'ybr': 1912}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0187_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1069, 'ytl': 410, 'xbr': 2826, 'ybr': 2454}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0193_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 3080, 'ytl': 1900, 'xbr': 4020, 'ybr': 3004}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0197_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 2717, 'ytl': 0, 'xbr': 4032, 'ybr': 1446}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0199_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1000, 'ytl': 90, 'xbr': 3172, 'ybr': 2710}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0211_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 261, 'ytl': 10, 'xbr': 3511, 'ybr': 2570}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0212_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1144, 'ytl': 814, 'xbr': 2960, 'ybr': 2306}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0214_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1332, 'ytl': 620, 'xbr': 2830, 'ybr': 2400}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0218_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1008, 'ytl': 502, 'xbr': 3162, 'ybr': 2495}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0222_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1265, 'ytl': 542, 'xbr': 2841, 'ybr': 2306}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0223_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1258, 'ytl': 612, 'xbr': 2714, 'ybr': 2244}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0224_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1148, 'ytl': 698, 'xbr': 3312, 'ybr': 2266}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0226_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1177, 'ytl': 251, 'xbr': 2781, 'ybr': 2395}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0230_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1200, 'ytl': 234, 'xbr': 2776, 'ybr': 2434}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0232_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1296, 'ytl': 586, 'xbr': 2772, 'ybr': 2218}]",
/home/lab38/상추/V006_77_0_00_05_03_11_0_b04_20201119_0234_S01_1.jpg,0,0,0-11,3.0,"[{'xtl': 1428, 'ytl': 922, 'xbr': 2499, 'ybr': 2188}]",
